evtID,CutID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh 
44878,58,-0.000200,-0.000498,0.114614,-0.008819,0.006480,-0.000840,-0.014398,0.006455 
44893,61,-0.000200,-0.000498,0.141237,-0.011533,-0.015674,0.000957,0.026357,0.006455 
44894,54,-0.000200,-0.000498,0.147954,-0.010835,-0.020147,-0.001665,0.033149,0.003330 
44899,79,-0.000200,-0.000498,0.106948,-0.022540,0.005716,0.005660,-0.014398,0.018896 
44902,86,-0.000200,-0.000498,0.109548,-0.024980,0.002242,0.010732,-0.007606,0.022083 
44903,67,-0.000200,-0.000498,0.129116,-0.015369,-0.007144,0.006788,0.012772,0.012706 
44905,49,-0.000200,-0.000498,0.109339,-0.010709,0.014333,-0.005578,-0.034775,0.003330 
44906,71,-0.000200,-0.000498,0.102315,-0.020241,0.009139,0.004398,-0.021190,0.015832 
44910,74,-0.000200,-0.000498,0.119726,-0.019534,-0.011588,0.011193,0.019564,0.015832 
44912,80,-0.000200,-0.000498,0.115102,-0.020792,0.000271,0.009518,-0.000813,0.018896 
44922,64,-0.000200,-0.000498,0.102907,-0.018688,0.012181,0.000862,-0.027983,0.012706 
44923,74,-0.000200,-0.000498,0.136916,-0.019457,-0.012943,0.010229,0.019564,0.015832 
44929,72,-0.000200,-0.000498,0.113476,-0.018525,0.003344,0.006474,-0.007606,0.015832 
44938,66,-0.000200,-0.000498,0.118017,-0.014594,-0.001239,0.005602,-0.000813,0.012706 
44944,54,-0.000200,-0.000498,0.128059,-0.010575,-0.017756,0.000378,0.033149,0.003330 
44945,65,-0.000200,-0.000498,0.110655,-0.015745,0.006054,0.004413,-0.014398,0.012706 
44946,86,-0.000200,-0.000498,0.109262,-0.024256,0.002482,0.009843,-0.007606,0.022083 
44948,86,-0.000200,-0.000498,0.110016,-0.023647,0.002021,0.011298,-0.007606,0.022083 
44951,73,-0.000200,-0.000498,0.121769,-0.018130,-0.004721,0.006882,0.005979,0.015832 
44962,54,-0.000200,-0.000498,0.075499,-0.010358,-0.015845,-0.002358,0.033149,0.003330 
44965,59,-0.000200,-0.000498,0.114483,-0.008584,-0.000064,0.001069,-0.000813,0.006455 
44966,79,-0.000200,-0.000498,0.106328,-0.022304,0.005769,0.005772,-0.014398,0.018896 
44968,59,-0.000200,-0.000498,0.115128,-0.008243,-0.000360,0.001865,-0.000813,0.006455 
44974,68,-0.000200,-0.000498,0.141435,-0.017563,-0.015464,0.007639,0.026357,0.012706 
44989,66,-0.000200,-0.000498,0.116577,-0.016048,-0.001375,0.006323,-0.000813,0.012706 
44994,87,-0.000200,-0.000498,0.120253,-0.023623,-0.004530,0.010642,0.005979,0.022083 
44995,54,-0.000200,-0.000498,0.148155,-0.011039,-0.017404,-0.004575,0.033149,0.003330 
