UID,runID,cutID,SieveRowID,SieveColID,bpmX,bpmY,focal_theta,focal_x,focal_phi,focal_y,targetCalTh,targetCalPh,targetMeaTh,targetMeaPh,residualTh,residualPh
22400802,2240,156,2,8,-2e-4,-5e-4,0.006143242127071823,-0.03478517682320442,0.002106552387596685,-0.008402906215469613,-0.0144,0.006455,-0.014719451296960446,0.006247198515099299,3.194512969604458e-4,2.07801484900701e-4
22570401,2257,29,1,4,-2e-4,-4.98e-4,0.006328227316455696,0.1015959703443038,-0.004631071281012658,0.008032016468354431,-0.02119,-0.008499,-0.02107774601516724,-0.00856107668713177,-1.1225398483275923e-4,6.207668713177145e-5
22451004,2245,172,4,10,-0.002208,-0.003497,-0.00859693484057971,-0.025687700347826088,0.012136618550724638,-0.01831662733333333,0.014668,0.017873,0.014912871199124645,0.017735720624353954,-2.448711991246442e-4,1.3727937564604747e-4
22450402,2245,128,2,4,-0.002208,-0.003497,0.004186633296703297,-0.0307277217032967,-0.004708904835164836,0.007362979747252747,-0.012495,-0.006454,-0.012404557177692505,-0.007327237992082907,-9.044282230749479e-5,8.732379920829069e-4
22390602,2239,142,2,6,0.003794,-5.01e-4,0.005435511741424802,-0.027554901477572558,6.263153870712401e-4,0.003117412235620053,-0.014409,-0.003863,-0.014777168148553909,-0.0028816409817970885,3.6816814855390875e-4,-9.813590182029116e-4
22451002,2245,170,2,10,-0.002208,-0.003497,0.005452347581120944,-0.038781557522123894,0.008382318731563422,-0.018383860825958703,-0.012495,0.017873,-0.011955450645484964,0.017281382531844948,-5.395493545150351e-4,5.916174681550517e-4
22450704,2245,151,4,7,-0.002208,-0.003497,-0.006962792318435754,-0.03668505832402234,-8.090650608938546e-5,-0.00843611411452514,0.014668,0.005372,0.014823790225723084,0.0052447442021595824,-1.5579022572308318e-4,1.2725579784041724e-4
22410304,2241,123,4,3,-0.0032,-4.99e-4,-0.00304520074393531,-0.037194241239892185,-0.009035307115902965,0.007100088090566037,0.012766,-0.007895,0.011268226329404418,-0.008738844832140165,0.0014977736705955823,8.438448321401654e-4
22560702,2256,247,2,7,-1.97e-4,-5e-4,0.002312984202702703,-0.15393213513513512,0.0024221961572972973,-0.002820452818918919,-0.007607,0.003326,-0.008251857522813068,0.002817438855893827,6.448575228130688e-4,5.08561144106173e-4
22390905,2239,166,5,9,0.003794,-5.01e-4,-0.014004722796833773,-0.013279925875989446,0.01002125963060686,-0.011403481873350923,0.026368,0.008643,0.02635003695163456,0.009168248865061695,1.7963048365439336e-5,-5.252488650616942e-4
22440804,2244,158,4,8,0.001792,-0.003498,-0.003825754143646409,-0.032424794751381214,0.0033476530773480662,-0.0058409271325966855,0.007882,0.004428,0.007943024810786625,0.004960354283768127,-6.102481078662477e-5,-5.323542837681273e-4
22450903,2245,164,3,9,-0.002208,-0.003497,0.0020941836783783785,-0.03597299054054054,0.006954791732162162,-0.015289370621621622,-0.005704,0.014747,-0.005390724714578498,0.01415473978486315,-3.132752854215015e-4,5.922602151368498e-4
22400505,2240,138,5,5,-2e-4,-5e-4,-0.010018664221635883,-0.026574515540897098,-0.009380689118733508,-2.341212518469657e-4,0.026355,-0.006047,0.02605221809130719,-0.006240126345542927,3.027819086928097e-4,1.9312634554292712e-4
22410403,2241,129,3,4,-0.0032,-4.99e-4,-0.0013408370545730027,-0.03266374247933884,-0.0061882600275482095,0.005923562694214876,0.005976,-0.005444,0.005060817569256476,-0.006420212426871776,9.151824307435248e-4,9.762124268717755e-4
22440401,2244,127,1,4,0.001792,-0.003498,0.008522520276243093,-0.019391631173480663,-0.005764979364640884,0.0080034565,-0.02609,-0.010528,-0.02651047464596407,-0.010352012519345399,4.2047464596407243e-4,-1.75987480654601e-4
22560302,2256,219,2,3,-1.97e-4,-5e-4,0.0033980483018867923,-0.14127658760107817,-0.0075208509433962265,0.01033527191374663,-0.0144,-0.010953,-0.013593920196683392,-0.0109740261900447,-8.060798033166074e-4,2.102619004470144e-5
22391104,2239,179,4,11,0.003794,-5.01e-4,-0.007207176155913979,-0.019452896258064515,0.01533447752688172,-0.014557610403225807,0.012775,0.014835,0.012778895468095745,0.015431278213211398,-3.895468095745141e-6,-5.962782132113992e-4
22390802,2239,156,2,8,0.003794,-5.01e-4,0.0059474490883977904,-0.034658395303867405,0.0034931013756906077,-0.0034925199309392267,-0.014409,0.00239,-0.014734136711623453,0.0029730831738140613,3.251367116234531e-4,-5.830831738140612e-4
22440501,2244,134,1,5,0.001792,-0.003498,0.011537826066481995,-0.0233169243767313,-0.006510836994459834,0.0021378902094182826,-0.032884,-0.008077,-0.032765889199321246,-0.008113939709964688,-1.181108006787474e-4,3.693970996468803e-5
22410902,2241,163,2,9,-0.0032,-4.99e-4,0.006698913119777159,-0.03275115459610028,0.005197276044568245,-0.01743859164345404,-0.014393,0.015755,-0.01490323528479181,0.015047394866678686,5.102352847918106e-4,7.076051333213166e-4
22560304,2256,221,4,3,-1.97e-4,-5e-4,-0.00398113125698324,-0.16635640502793297,-0.009323689636871508,0.009416829245810056,0.01277,-0.010953,0.013216338867814289,-0.011033281354470051,-4.463388678142887e-4,8.028135447005175e-5
22560705,2256,250,5,7,-1.97e-4,-5e-4,-0.017170150663129973,-0.14569810079575596,0.0013453676820848806,-0.008572812732095491,0.033147,0.003326,0.0326491095653318,0.003613638614850026,4.978904346682059e-4,-2.8763861485002604e-4
22450505,2245,138,5,5,-0.002208,-0.003497,-0.008378591648044692,-0.03387413407821229,-0.00930878469273743,-0.0019353867231843575,0.021458,-0.004003,0.021972441351409997,-0.004011670873189047,-5.144413514099958e-4,8.670873189047498e-6
22410805,2241,159,5,8,-0.0032,-4.99e-4,-0.013450967683923705,-0.013053556449117166,0.00289852383106267,-0.013380767602179837,0.026345,0.009506,0.025714888479544666,0.009238089811841151,6.301115204553334e-4,2.679101881588484e-4
22560402,2256,226,2,4,-1.97e-4,-5e-4,0.0017416739005681819,-0.14783941477272727,-0.0056002138636363635,0.009015442897727273,-0.007607,-0.008502,-0.007335700801997469,-0.008823791527666228,-2.712991980025315e-4,3.217915276662287e-4
22560405,2256,229,5,4,-1.97e-4,-5e-4,-0.013147851192411924,-0.16684920596205963,-0.014026242005420055,-0.0018582704119241194,0.033147,-0.008502,0.03211891830036825,-0.008677817661662014,0.0010280816996317537,1.75817661662015e-4
22570301,2257,22,1,3,-2e-4,-4.98e-4,0.008061807777777777,0.10508006398148148,-0.007029404671957672,0.007921443015873017,-0.027983,-0.01095,-0.0270395247015068,-0.01046335641847504,-9.434752984932009e-4,-4.86643581524961e-4
22441203,2244,185,3,12,0.001792,-0.003498,-0.001702494105263158,-0.02824381447368421,0.015676984342105262,-0.018978698421052632,0.001087,0.020058,0.0020064861044037483,0.020537926709132955,-9.194861044037481e-4,-4.7992670913295747e-4
22410601,2241,141,1,6,-0.0032,-4.99e-4,0.01140698221932115,-0.025872595248041776,-0.004976054986945169,-0.009509050835509139,-0.027972,0.003256,-0.028237917642032605,0.0030331618317662097,2.6591764203260553e-4,2.2283816823379045e-4
22440805,2244,159,5,8,0.001792,-0.003498,-0.010837363626943005,-0.019810428445595853,0.002290075520414508,-0.008574825466321243,0.02147,0.004428,0.021952437076575255,0.005187051927436577,-4.8243707657525645e-4,-7.590519274365776e-4
22450405,2245,131,5,4,-0.002208,-0.003497,-0.011282922978142077,-0.03948594508196721,-0.013814186565573771,-0.003192666532786885,0.028249,-0.006454,0.0285952866537044,-0.00636155884773912,-3.4628665370440106e-4,-9.244115226087985e-5
22571001,2257,71,1,10,-2e-4,-4.98e-4,0.009695030224719101,0.07754201033707865,0.004661178053370786,-0.01970180845505618,-0.02119,0.015832,-0.020936115547856505,0.015629823110077854,-2.538844521434948e-4,2.0217688992214377e-4
22400605,2240,145,5,6,-2e-4,-5e-4,-0.011764219348958334,-0.026718942630208332,-0.0038245797109375,-0.005651228420572917,0.026355,2.04e-4,0.025844304330263267,5.615335712660034e-5,5.106956697367341e-4,1.4784664287339965e-4
22570503,2257,38,3,5,-2e-4,-4.98e-4,-3.3362631829608936e-4,0.0921145874301676,-0.0017767293203910614,0.008225022097765364,-8.13e-4,-0.006047,-2.2052745405463798e-4,-0.0061134489529573975,-5.924725459453621e-4,6.64489529573973e-5
22450802,2245,156,2,8,-0.002208,-0.003497,0.007785043950276243,-0.03667671215469613,0.0012374868115469612,-0.01077476,-0.019285,0.008497,-0.01841333551777506,0.007652892817662683,-8.716644822249429e-4,8.441071823373161e-4
22570402,2257,30,2,4,-2e-4,-4.98e-4,0.0017316141636612022,0.09338577480874317,-0.0024513335587431693,0.011260755819672131,-0.007606,-0.008499,-0.006707550804290925,-0.008512531483057476,-8.984491957090748e-4,1.3531483057476155e-5
22570305,2257,26,5,3,-2e-4,-4.98e-4,-0.009081664475138121,0.08943073290055249,-0.011760607348066299,0.00596567003038674,0.026357,-0.01095,0.026346991344919843,-0.01076308937623226,1.0008655080154152e-5,-1.8691062376773992e-4
